concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_médian	integres_rg_moyen	places
concours_commun_mines_ponts	Concours Commun Mines Ponts PSI	3884	22.7	19.4	1249	18.1	16.6	1218	18.1	16.3	409					396	
concours_communs_polytechniques	bordeaux_inp_ensc_cognitique										9	11.1	11.1	1963	2006	8	
concours_communs_polytechniques	bordeaux_inp_enseirb_matmeca_electronique										17	23.5	41.2	1781	1708	16	
concours_communs_polytechniques	bordeaux_inp_enseirb_matmeca_informatique										10	10.0	30.0	1669	1527	8	
concours_communs_polytechniques	bordeaux_inp_enseirb_matmeca_mathématiques_et_mécanique										13	15.4	46.2	1601	1574	15	
concours_communs_polytechniques	bordeaux_inp_enseirb_matmeca_télecom.										15	26.7	33.3	2034	1916	16	
concours_communs_polytechniques	cpe_lyon_sciences_du_numérique										6	0.0	33.3	2483	2482	12	
concours_communs_polytechniques	eisti_cergy_pau										15	0.0	26.7	2979	2820	13	
concours_communs_polytechniques	enac_toulouse_civil										36	11.1	11.1	537	526	35	
concours_communs_polytechniques	enac_toulouse_fonctionnaire										4	0.0	0.0	93	91	4	
concours_communs_polytechniques	engees_strasbourg_civil_(apprenti)										1	0.0	0.0	3030	3030	2	
concours_communs_polytechniques	engees_strasbourg_civil_(étudiant)										14	21.4	14.3	2565	2518	10	
concours_communs_polytechniques	engees_strasbourg_fonctionnaire										3	0.0	0.0	1597	1623	3	
concours_communs_polytechniques	ensgti_pau_energétique										17	11.8	29.4	2921	2794	12	
concours_communs_polytechniques	ensi_poitiers_génie_de_l'eau_et_génie_civil										5	40.0	20.0	2286	2232	7	
concours_communs_polytechniques	ensi_poitiers_energie										24	25.0	12.5	2761	2601	20	
concours_communs_polytechniques	ensiame_valenciennes_informatique_et_génie_industriel										2	0.0	0.0	2612	2612	7	
concours_communs_polytechniques	ensiame_valenciennes_méca_energ.										31	12.9	29.0	2636	2598	30	
concours_communs_polytechniques	ensiame_valenciennes_mécatronique										20	10.0	30.0	2538	2452	12	
concours_communs_polytechniques	ensicaen_electronique_et_physique_appliquée										11	36.4	9.1	2019	2100	10	
concours_communs_polytechniques	ensicaen_informatique										6	0.0	33.3	2373	2365	5	
concours_communs_polytechniques	ensmm_besanã§on										51	25.5	21.6	2175	2049	55	
concours_communs_polytechniques	grenoble_inp_ense3										79	21.5	22.8	1413	1342	80	
concours_communs_polytechniques	grenoble_inp_pagora										10	40.0	30.0	2653	2555	11	
concours_communs_polytechniques	grenoble_inp_phelma_(physique_electronique_télécoms)										41	24.4	29.3	963	888	45	
concours_communs_polytechniques	grenoble_inp_phelma_(physique_matériaux_procédés)										32	12.5	18.8	690	705	32	
concours_communs_polytechniques	grenoble_inp_ensimag										14	7.1	42.9	333	328	10	
concours_communs_polytechniques	grenoble_inp_esisar										15	13.3	33.3	2091	2006	12	
concours_communs_polytechniques	isae_ensma_poitiers										61	11.5	11.5	847	783	58	
concours_communs_polytechniques	isima_clermont_ferrand										12	25.0	25.0	2680	2627	12	
concours_communs_polytechniques	lorraine_inp_ensem_energie										35	22.9	25.7	2553	2490	37	
concours_communs_polytechniques	lorraine_inp_ensem_spécialité_des_systèmes_numériques										19	10.5	36.8	2576	2555	12	
concours_communs_polytechniques	lorraine_inp_ensg										6	16.7	50.0	2532	2417	5	
concours_communs_polytechniques	lorraine_inp_ensic										5	60.0	20.0	2727	2632	7	
concours_communs_polytechniques	seatech_toulon										32	37.5	25.0	2187	2097	29	
concours_communs_polytechniques	supmeca_paris										45	35.6	17.8	1527	1467	48	
concours_communs_polytechniques	telecom_physique_strasbourg										29	31.0	10.3	1856	1839	28	
concours_communs_polytechniques	toulouse_inp_enseeiht_electronique_energie_automatique_(eea)										42	19.0	19.0	1191	1066	43	
concours_communs_polytechniques	toulouse_inp_enseeiht_mécanique_des_fluides_energetique_environnement_(mfee)										18	11.1	11.1	1063	1039	19	
concours_communs_polytechniques	toulouse_inp_enseeiht_sciences_du_numérique										44	6.8	20.5	1217	1166	42	
concours_communs_polytechniques	toulouse_inp_ensiacet_génie_des_procédés										13	30.8	15.4	2124	2050	11	
concours_communs_polytechniques	toulouse_inp_ensiacet_génie_industriel										15	60.0	13.3	1740	1635	15	
concours_communs_polytechniques	Concours Commun Polytechnique PSI	5403	24.2	19.7	3597	22.2	21.2	3101	23.1	21.9	877					856	
banque_epreuves_c.c.p_inter_filière	lorraine_inp_eeigm	483	37.7	22.6	222	38.3	25.2	18	44.4	27.8	4	50.0	0.0	25	21	10*	
banque_epreuves_c.c.p_inter_filière	ensil_ensci_limoges_céramique_industrielle	477	29.1	25.2	380	29.7	22.4	81	39.5	27.2	18	33.3	27.8	103	100	45*	
banque_epreuves_c.c.p_inter_filière	lorraine_inp_ensgsi	911	31.1	22.6	458	31.4	22.7	119	45.4	22.7	14	42.9	35.7	58	62	35*	
banque_epreuves_c.c.p_inter_filière	esm_saint_cyr	793	18.0	25.6	218	17.4	36.7	111	11.7	50.5	38	5.3	44.7	105	102	76*	
banque_epreuves_c.c.p_inter_filière	grenoble_inp_génie_industriel	1769	27.6	24.3	799	25.5	28.3	294	34.4	28.9	43	37.2	27.9	158	154	80*	
banque_epreuves_c.c.p	ecole_de_l'air_base	792	21.2	26.8	274	20.8	39.1	76	14.5	56.6	1	0.0	100.0	44	44	1	
banque_epreuves_c.c.p	ecole_de_l'air_méca	781	21.1	27.8	265	20.8	40.0	74	14.9	56.8	5	40.0	100.0	23	29	5	
banque_epreuves_c.c.p	ecole_de_l'air_pilote	845	19.3	24.1	289	19.0	33.9	75	9.3	45.3	23	4.3	39.1	19	19	23	
banque_epreuves_c.c.p	ensisa_mulhouse_informatique_et_réseaux										7	14.3	0.0	51	54	8	
banque_epreuves_c.c.p	ensisa_mulhouse_mécanique										9	22.2	11.1	64	68	8	
banque_epreuves_c.c.p	ensisa_mulhouse_automatique_et_systèmes_embarqués										8	25.0	37.5	65	54	8	
banque_epreuves_c.c.p	ensisa_mulhouse_textile_et_fibres										3	100.0	0.0	104	94	4	
banque_epreuves_c.c.p	Concours ENSISA Mulhouse PSI	1049	28.7	25.2	714	29.0	23.5	175	28.6	19.4	27					28	
banque_epreuves_c.c.p	lorraine_inp_enstib	498	29.5	24.5	304	30.9	17.4	38	36.8	18.4	5	0.0	20.0	16	17	9	
banque_epreuves_c.c.p	eost_strasbourg	469	34.3	25.2	200	36.0	24.0	35	45.7	28.6	4	75.0	50.0	12	12	4	
concours_commun_tpe	entpe_lyon_civil										22	40.9	50.0	288	262	20	
concours_commun_tpe	entpe_lyon_fonctionnaire										31	35.5	35.5	238	226	31	
concours_commun_tpe	Concours TPE Civil-Fct. PSI  	2361	28.1	24.5	1324	28.0	26.4	519	35.8	27.6	53					51	
concours_commun_tpe	entpe_lyon_etranger	2361	28.1	24.5	32	31.2	18.8	13	23.1	23.1	1	0.0	100.0	1	1	1	
concours_commun_tpe	eivp_paris_civil	2361	28.1	24.5	1356	28.1	26.3	532	35.5	27.4	17	23.5	58.8	385	359	19	
concours_commun_tpe	eivp_paris_fonctionnaire	2361	28.1	24.5	1324	28.0	26.4	519	35.8	27.6	5	40.0	20.0	146	163	5	
concours_commun_tpe	imt_lille_douai_fonct.	2361	28.1	24.5	1324	28.0	26.4	519	35.8	27.6	3	33.3	0.0	132	128	3	
concours_mines_télécom	ensiie_evry										17	17.6	41.2	1557	1537	18	
concours_mines_télécom	ensta_bretagne_(filière_sous_statut_étudiant)										40	22.5	22.5	697	667	40	
concours_mines_télécom	imt_mines_albi										53	45.3	18.9	1180	1156	45	
concours_mines_télécom	imt_mines_alès										55	30.9	14.5	1291	1222	53	
concours_mines_télécom	imt_lille_douai										61	32.8	24.6	1388	1275	60	
concours_mines_télécom	mines_saint_etienne_ismin										27	29.6	22.2	1231	1244	25	
concours_mines_télécom	télécom_physique_strasbourg_réseaux_et_télécoms										14	14.3	28.6	1951	1855	18	
concours_mines_télécom	télécom_physique_strasbourg_ti_santé										7	57.1	14.3	1468	1250	8	
concours_mines_télécom	telecom_sudparis_cursus_evry										36	27.8	11.1	783	754	34	
concours_mines_télécom	telecom_sudparis_cursus_sophia_antipolis										2	0.0	0.0	915	915	3	
concours_mines_télécom	Concours Mines-TÃ©lÃ©com	4304	23.8	20.5	2229	22.5	21.1	2126	22.7	21.0	312					304	
concours_mines_télécom	ensta_bretagne_(filière_sous_statut_ieta_direction_générale_de_l'armement)	4304	23.8	20.5	1932	22.2	23.7	1843	22.5	23.6	13	23.1	38.5	677	599	13	
concours_mines_télécom	ensg_géomatique_marne_la_vallée_civil										7	28.6	0.0	2013	1967	7	
concours_mines_télécom	enssat_lannion										17	17.6	5.9	1892	1810	17	
concours_mines_télécom	telecom_nancy										17	23.5	29.4	1583	1552	15	
concours_mines_télécom	telecom_st_etienne_statut_étudiant										27	33.3	11.1	1754	1657	21	
concours_mines_télécom	telecom_st_etienne_statut_apprenti										1	0.0	0.0	2022	2022	2	
concours_mines_télécom	Concours Mines-TÃ©lÃ©com SpÃ©cifique PSI	4304	23.8	20.5	3078	23.5	21.1	2584	23.5	20.8	69					62	
concours_ensam	arts_et_métiers_ingénieurs_militaires	724	21.8	24.6	75	24.0	41.3	30	33.3	60.0	6	33.3	50.0	20	20	6	
concours_ensam	arts_et_métiers_voie_de_l'apprentissage										3	0.0	33.3	681	627	6	
concours_ensam	arts_et_métiers										256	18.8	32.4	561	536	251	
concours_ensam	Concours ARTS ET MÃ‰TIERS	3764	23.8	21.4	1019	18.4	27.3	840	18.5	27.0	259					257	
concours_estp	estp_paris_bâtiment_(b)_â€“_campus_de_troyes										14	35.7	28.6	1005	966	7	
concours_estp	estp_paris_bâtiment_(b)_campus_de_cachan										58	32.8	32.8	694	661	49	
concours_estp	estp_paris_topographie_(t)										43	16.3	37.2	1183	1179	22	
concours_estp	estp_paris_génie_mécanique_et_electrique(gme)										37	29.7	32.4	900	837	30	
concours_estp	estp_paris_travaux_publics_(tp)										60	25.0	23.3	737	726	52	
concours_estp	Concours ESTP	1778	25.9	24.6	1400	25.3	25.9	1292	26.1	26.0	212					160	
concours_polytech_inter_filière	ensibs_lorient										7	0.0	0.0	4195*	3857*	12*	
concours_polytech_inter_filière	ensim_le_mans										1	0.0	0.0	3129*	3137*	6*	
concours_polytech_inter_filière	esbs_strasbourg										0	0.0	0.0	630*	501*	3*	
concours_polytech_inter_filière	esgt_le_mans										0	0.0	0.0	3844*	3784*	15*	
concours_polytech_inter_filière	esi_reims										4	25.0	0.0	4112*	4055*	10*	
concours_polytech_inter_filière	esiab_brest										0	0.0	0.0	3958*	3958*	3*	
concours_polytech_inter_filière	esipe_créteil_génie_biomédical_et_santé_(isbs)										1	100.0	0.0	4247*	4265*	10*	
concours_polytech_inter_filière	esipe_créteil_système_d'information										0	0.0	0.0	4728*	4707*	4*	
concours_polytech_inter_filière	esipe_créteil_technologie_pour_la_santé										0	0.0	0.0	0*	0*	2*	
concours_polytech_inter_filière	esir_rennes										6	33.3	0.0	4056*	3773*	20*	
concours_polytech_inter_filière	esirem_dijon										2	50.0	0.0	4066*	3862*	3*	
concours_polytech_inter_filière	esiroi_saint_denis_de_la_réunion										0	0.0	0.0	5002*	5002*	3*	
concours_polytech_inter_filière	esix_normandie_caen_cherbourg										3	33.3	0.0	4723*	4615*	4*	
concours_polytech_inter_filière	isat_nevers_département_mit_(mécanique_et_ingénierie_des_transports)										5	40.0	20.0	2261*	2338*	5*	
concours_polytech_inter_filière	isat_nevers_département_epee_(energies_et_moteurs)										5	20.0	0.0	3189*	3254*	12*	
concours_polytech_inter_filière	isat_nevers_infrastructures_et_réseaux_de_transports										4	0.0	0.0	4631*	4616*	4*	
concours_polytech_inter_filière	isifc_besanã§on_génie_biomédical										2	100.0	0.0	3911*	3756*	6*	
concours_polytech_inter_filière	isis_castres										0	0.0	0.0	3452*	3892*	5*	
concours_polytech_inter_filière	istia_angers										0	0.0	0.0	3604*	3536*	4*	
concours_polytech_inter_filière	isty_vélizy										1	0.0	100.0	5106*	5106*	3*	
concours_polytech_inter_filière	polytech_annecy_chambéry_environnement,_bâtiment,_ã‰nergie										4	50.0	0.0	3735*	3476*	15*	
concours_polytech_inter_filière	polytech_annecy_chambéry_informatique_données_usages										1	100.0	0.0	4511*	4294*	5*	
concours_polytech_inter_filière	polytech_annecy_chambéry_instrumentation,_automatique,_informatique										1	0.0	0.0	4041*	3614*	4*	
concours_polytech_inter_filière	polytech_annecy_chambéry_mécanique,_matériaux										6	16.7	66.7	4161*	4189*	8*	
concours_polytech_inter_filière	polytech_clermont_ferrand_génie_biologique										0	0.0	0.0	2262*	2328*	5*	
concours_polytech_inter_filière	polytech_clermont_ferrand_génie_civil										9	11.1	11.1	4172*	3663*	16*	
concours_polytech_inter_filière	polytech_clermont_ferrand_génie_electrique										1	0.0	100.0	4899*	4908*	5*	
concours_polytech_inter_filière	polytech_clermont_ferrand_génie_mathématique_et_modélisation										2	50.0	0.0	4331*	3958*	14*	
concours_polytech_inter_filière	polytech_clermont_ferrand_génie_physique										5	40.0	20.0	4786*	4491*	8*	
concours_polytech_inter_filière	polytech_grenoble__géotechnique_et_génie_civil										5	40.0	0.0	3783*	3774*	6*	
concours_polytech_inter_filière	polytech_grenoble__matériaux										1	0.0	0.0	3928*	3710*	8*	
concours_polytech_inter_filière	polytech_grenoble__prévention_des_risques										3	66.7	0.0	4729*	4335*	6*	
concours_polytech_inter_filière	polytech_grenoble_informatique_et_électronique_des_systèmes_embarqués										5	0.0	0.0	2514*	2563*	5*	
concours_polytech_inter_filière	polytech_grenoble_réseaux_informatiques										2	0.0	0.0	4295*	3990*	8*	
concours_polytech_inter_filière	polytech_grenoble_technologies_de_l'information_pour_la_santé										2	100.0	50.0	4503*	4102*	5*	
concours_polytech_inter_filière	polytech_lille_génie_biologique_et_alimentaire										0	0.0	0.0	4460*	4218*	4*	
concours_polytech_inter_filière	polytech_lille_génie_informatique_et_statistique										3	33.3	0.0	3714*	3424*	10*	
concours_polytech_inter_filière	polytech_lille_géotechnique,_génie_civil										6	0.0	33.3	3662*	3429*	10*	
concours_polytech_inter_filière	polytech_lille_informatique,_microélectronique,_automatique										3	33.3	0.0	3749*	3695*	8*	
concours_polytech_inter_filière	polytech_lille_ingénierie_et_commercialisation_des_systèmes_de_mesure										0	0.0	0.0	4918*	4918*	5*	
concours_polytech_inter_filière	polytech_lille_matériaux										3	33.3	33.3	3248*	3356*	8*	
concours_polytech_inter_filière	polytech_lille_mécanique										7	14.3	28.6	3408*	3309*	10*	
concours_polytech_inter_filière	polytech_lyon_génie_bomédical										1	100.0	0.0	2578*	2593*	4*	
concours_polytech_inter_filière	polytech_lyon_informatique										2	0.0	50.0	2164*	2054*	4*	
concours_polytech_inter_filière	polytech_lyon_matériaux										0	0.0	0.0	2845*	2821*	4*	
concours_polytech_inter_filière	polytech_lyon_mathématiques_appliquées_et_modélisation										0	0.0	0.0	2654*	2257*	4*	
concours_polytech_inter_filière	polytech_lyon_mécanique										2	0.0	50.0	2472*	2231*	4*	
concours_polytech_inter_filière	polytech_lyon_systèmes_industriels,_robotique										0	0.0	0.0	3212*	3126*	4*	
concours_polytech_inter_filière	polytech_marseille_génie_biomédical										1	100.0	0.0	3214*	2753*	9*	
concours_polytech_inter_filière	polytech_marseille_génie_civil										3	0.0	0.0	4775*	4611*	12*	
concours_polytech_inter_filière	polytech_marseille_génie_industriel_et_informatique										3	0.0	66.7	4729*	4212*	8*	
concours_polytech_inter_filière	polytech_marseille_informatique										5	60.0	20.0	4340*	4060*	8*	
concours_polytech_inter_filière	polytech_marseille_matériaux										1	100.0	0.0	4214*	4184*	10*	
concours_polytech_inter_filière	polytech_marseille_mécanique,_energétique										4	25.0	25.0	4250*	3441*	16*	
concours_polytech_inter_filière	polytech_marseille_microélectronique,télécommunications										1	0.0	0.0	4977*	4870*	8*	
concours_polytech_inter_filière	polytech_montpellier_informatique_et_gestion										1	0.0	0.0	3875*	3444*	3*	
concours_polytech_inter_filière	polytech_montpellier_matériaux										0	0.0	0.0	3431*	3401*	7*	
concours_polytech_inter_filière	polytech_montpellier_mécanique_et_interactions										1	0.0	0.0	3450*	3356*	2*	
concours_polytech_inter_filière	polytech_montpellier_microélectronique_et_automatique										3	0.0	33.3	2860*	3040*	5*	
concours_polytech_inter_filière	polytech_montpellier_sciences_et_technologies_de_l'eau										1	0.0	0.0	3497*	3351*	7*	
concours_polytech_inter_filière	polytech_montpellier_génie_biologique_et_agroalimentaire										0	0.0	0.0	2918*	3121*	5*	
concours_polytech_inter_filière	polytech_nancy_energie,_mécanique,_matériaux,_environnement										2	50.0	50.0	3503*	3361*	12*	
concours_polytech_inter_filière	polytech_nancy_ingénierie_de_l'information_et_des_systèmes										1	0.0	0.0	3252*	3166*	2*	
concours_polytech_inter_filière	polytech_nancy_management_opérationnel,_maintenance,_maã®trise_des_risques										3	33.3	33.3	4740*	4775*	2*	
concours_polytech_inter_filière	polytech_nantes_ã‰lectronique_et_technologies_numériques										6	16.7	0.0	3491*	3225*	8*	
concours_polytech_inter_filière	polytech_nantes_ã‰nergie_électrique										1	0.0	100.0	3819*	3883*	4*	
concours_polytech_inter_filière	polytech_nantes_génie_civil										0	0.0	0.0	2814*	2573*	4*	
concours_polytech_inter_filière	polytech_nantes_génie_des_procédés_et_bioprocédés										0	0.0	0.0	1807*	1807*	2*	
concours_polytech_inter_filière	polytech_nantes_informatique										3	0.0	33.3	3197*	2958*	9*	
concours_polytech_inter_filière	polytech_nantes_matériaux										1	0.0	0.0	2758*	2507*	8*	
concours_polytech_inter_filière	polytech_nantes_thermique,_ã‰nergétique										5	0.0	80.0	3705*	3477*	7*	
concours_polytech_inter_filière	polytech_nice_sophia_bâtiments										3	0.0	66.7	4118*	4061*	13*	
concours_polytech_inter_filière	polytech_nice_sophia_ã‰lectronique										7	14.3	14.3	4670*	4415*	10*	
concours_polytech_inter_filière	polytech_nice_sophia_génie_biologique										0	0.0	0.0	1244*	1431*	3*	
concours_polytech_inter_filière	polytech_nice_sophia_génie_de_l'eau										5	20.0	40.0	4694*	4376*	10*	
concours_polytech_inter_filière	polytech_nice_sophia_informatique										5	20.0	0.0	4460*	4218*	14*	
concours_polytech_inter_filière	polytech_nice_sophia_mathématiques_appliquées,_modélisation										4	0.0	0.0	3866*	3781*	14*	
concours_polytech_inter_filière	polytech_orléans_génie_civil_et_géo_environnement										3	33.3	0.0	4615*	4406*	14*	
concours_polytech_inter_filière	polytech_orléans_génie_industriel										3	66.7	33.3	4851*	4720*	12*	
concours_polytech_inter_filière	polytech_orléans_innovation_en_conception_et_matériaux										5	20.0	0.0	4892*	4774*	8*	
concours_polytech_inter_filière	polytech_orléans_technologies_pour_l'ã‰nergie,_l'aérospatial_et_la_motorisation										3	33.3	66.7	2924*	2830*	14*	
concours_polytech_inter_filière	polytech_orléans_génie_physique_et_systèmes_embarqués										1	0.0	0.0	4091*	4121*	6*	
concours_polytech_inter_filière	polytech_paris_sud_electronique,_energie,_systèmes										3	0.0	33.3	4063*	3689*	6*	
concours_polytech_inter_filière	polytech_paris_sud_informatique										0	0.0	0.0	1746*	1746*	2*	
concours_polytech_inter_filière	polytech_paris_sud_photonique_et_systèmes_optroniques										1	100.0	0.0	4623*	4000*	5*	
concours_polytech_inter_filière	polytech_paris_sud_matériaux										3	0.0	33.3	4127*	3867*	4*	
concours_polytech_inter_filière	polytech_sorbonne_electronique_et_informatique										1	0.0	0.0	3253*	3180*	3*	
concours_polytech_inter_filière	polytech_sorbonne_informatique_et_mathématiques_appliquées										0	0.0	0.0	1872*	2192*	3*	
concours_polytech_inter_filière	polytech_sorbonne_matériaux										2	0.0	50.0	4211*	3931*	10*	
concours_polytech_inter_filière	polytech_sorbonne_robotique										1	0.0	0.0	3247*	2943*	5*	
concours_polytech_inter_filière	polytech_sorbonne_sciences_de_la_terre										2	50.0	50.0	4533*	4215*	10*	
concours_polytech_inter_filière	polytech_tours_ã‰lectronique,_ã‰nergie_électrique										1	0.0	0.0	4487*	4487*	2*	
concours_polytech_inter_filière	polytech_tours_génie_de_l'aménagement_et_de_l'environnement										3	33.3	0.0	4632*	4453*	7*	
concours_polytech_inter_filière	polytech_tours_informatique										3	33.3	33.3	4272*	3659*	7*	
concours_polytech_inter_filière	polytech_tours_mécanique,_conception_de_systèmes										4	0.0	25.0	3852*	3870*	5*	
concours_polytech_inter_filière	sup_galilée_villetaneuse										3	66.7	33.3	4166	3933	18*	
concours_polytech_inter_filière	Concours POLYTECH	3105	26.7	22.0	2284	25.5	20.7	2030	26.2	21.5	227					694	
autres_écoles_e3a	ece_paris	954	27.8	21.1	810	27.8	21.4	292	27.1	28.4	46	13.0	30.4	206	191	45	
autres_écoles_e3a	efrei_paris	705	27.7	19.0	643	28.0	18.0	152	23.7	17.1	20	15.0	20.0	126	112	40	
autres_écoles_e3a	eidd_paris	661	32.2	22.8	471	34.2	22.7	190	34.2	21.1	8	37.5	37.5	154	157	15	
autres_écoles_e3a	eigsi_casablanca	113	35.4	20.4	80	35.0	22.5	25	20.0	28.0	0	0.0	0.0	0	0	10	
autres_écoles_e3a	eigsi_la_rochelle	570	35.3	18.1	446	35.7	18.2	165	35.2	15.2	22	31.8	18.2	95	105	30	
autres_écoles_e3a	eil_cã´te_d'opale_calais_(informatique)										9	44.4	22.2	187	176	15	
autres_écoles_e3a	eil_cã´te_d'opale_longuenesse_(génie_industriel)										19	21.1	47.4	174	166	30	
autres_écoles_e3a	Concours EIL CÃ´te d'Opale Longuenesse - Calais	514	31.5	25.1	448	32.6	24.8	202	32.2	29.2	28					45	
autres_écoles_e3a	elisa_aérospace_saint_quentin_(80)	654	28.9	19.0	439	28.9	19.6	125	28.0	17.6	7	14.3	0.0	94	90	15	
autres_écoles_e3a	eme	229	47.6	19.2	168	48.8	19.6	69	56.5	18.8	1	100.0	0.0	66	66	20	
autres_écoles_e3a	ensait_roubaix										18	33.3	44.4	58	58	15	
autres_écoles_e3a	ensait_roubaix_formation_en_alternance										0	0.0	0.0	0	0	2	
autres_écoles_e3a	Concours ENSAIT Roubaix	509	38.1	26.3	335	37.9	27.8	80	45.0	28.8	18					17	
autres_écoles_e3a	ensil_limoges_elt	674	28.2	23.1	389	28.0	20.8	82	26.8	26.8	13	7.7	30.8	50	47	10	
autres_écoles_e3a	ensil_limoges_matériaux	626	31.9	23.3	370	34.1	20.8	80	37.5	23.8	5	20.0	0.0	68	57	6	
autres_écoles_e3a	ensil_limoges_mécatronique	817	26.9	22.3	510	27.1	20.0	144	27.8	20.1	14	28.6	7.1	23	26	12	
autres_écoles_e3a	epf_campus_troyes										8	25.0	12.5	220	210	10	
autres_écoles_e3a	epf_campus_montpellier										9	55.6	11.1	195	186	6	
autres_écoles_e3a	epf_campus_sceaux										3	0.0	0.0	114	126	4	
autres_écoles_e3a	Concours EPF Sceaux-Troyes-Montpellier	669	37.4	18.4	408	39.0	19.4	238	42.4	21.8	20					20	
autres_écoles_e3a	esb_nantes	264	36.4	28.4	180	38.3	28.9	25	56.0	28.0	6	66.7	33.3	16	13	14	
autres_écoles_e3a	esiea_paris_laval	499	28.7	19.4	450	29.1	19.1	129	25.6	17.8	9	33.3	33.3	82	79	30	
autres_écoles_e3a	esiee_paris	625	31.4	18.7	537	31.5	18.4	142	27.5	15.5	31	32.3	6.5	87	85	25	
autres_écoles_e3a	esigelec_rouen	597	33.0	20.4	548	33.9	19.5	194	39.2	18.0	23	34.8	13.0	133	128	40	
autres_écoles_e3a	esilv_paris_la_défense	900	28.2	21.7	751	27.7	21.7	356	25.3	23.6	53	11.3	9.4	142	143	54	
